pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
2040	a stop sign with a street sign on top of it	a stop sign with a street sign on top of it	0	NEUTRAL
2041	a banana and a banana on a table	a hot dog with mustard and ketchup on it	0	NEUTRAL
2042	a red stop sign on a street corner	a red stop sign sitting on the side of a road	0	NEUTRAL
2043	a person is holding a plate of food	a person is holding a plate of food	0	NEUTRAL
2044	a fire hydrant on the side of the street	a fire hydrant on the side of the street	0	NEUTRAL
2045	two men playing tennis on a tennis court	two tennis players on a court with rackets	0	NEUTRAL
2046	a large jetliner sitting on top of an airport runway	a large jetliner sitting on top of an airport runway	0	NEUTRAL
2047	a red bus is driving down the street	a red bus is driving down the street	0	NEUTRAL
2048	a man standing in front of a train	a man standing in front of a train	0	NEUTRAL
2049	a baseball game in progress with the batter up to plate	a baseball game in progress with the batter up to plate	0	NEUTRAL
2050	a baseball player swinging a bat at a ball	a baseball player swinging a bat at a ball	0	NEUTRAL
2051	a bus is parked in a parking lot	a bus is parked in a parking lot	0	NEUTRAL
2052	a stop sign with a street sign on top of it	a stop sign with a street sign on top of it	0	NEUTRAL
2053	a plate of food and a cup of coffee	a table topped with plates and bowls of food	0	NEUTRAL
2054	a pile of luggage sitting on the side of a street	a pile of luggage sitting on the side of a street	0	NEUTRAL
2055	a man sitting on a couch with a cell phone	a man sitting on a couch with a cell phone	0	NEUTRAL
2056	a man is playing tennis on a tennis court	a man is playing tennis on a tennis court	0	NEUTRAL
2057	a pizza sitting on top of a white plate	a pizza sitting on top of a white plate	0	NEUTRAL
2058	a man riding a skateboard on a ramp	a man riding a skateboard on a ramp	0	NEUTRAL
2059	a man standing in front of a truck	a man standing in front of a truck	0	NEUTRAL
2060	a bus is driving down the street in the city	a city bus driving down the street	0	NEUTRAL
2061	a man walking down a street with a red car	a man walking down a street with a red umbrella	0	NEUTRAL
2062	a woman is standing in front of a building	a woman is standing in front of a building	0	NEUTRAL
2063	an airplane flying in the air with a sky background	an airplane flying in the air with a sky background	0	NEUTRAL
2064	a suitcase and a bag on the floor	a suitcase and a bag on the floor	0	NEUTRAL
2065	a bathroom with a toilet and a sink	a bathroom with a toilet and a sink	0	NEUTRAL
2066	a man riding on the back of an elephant	a man riding on the back of an elephant	0	NEUTRAL
2067	a red truck is parked in a parking lot	a red and white truck parked in front of a building	0	NEUTRAL
2068	a close up of a person holding a banana	a close up of a person holding a pair of scissors	0	NEUTRAL
2069	a man standing in front of a tv playing a video game	a man standing in front of a tv playing a video game	0	NEUTRAL
2070	a piece of cake on a plate with a fork	a piece of cake on a plate with a fork	0	NEUTRAL
2071	a traffic light with a street sign on top of it	a traffic light with a street sign on top of it	0	NEUTRAL
2072	a table topped with lots of food	a bunch of food that is on a table	0	NEUTRAL
2073	a car is driving down a street with a traffic light	a truck is driving down the street in the rain	0	NEUTRAL
2074	a person is standing in the snow on skis	a person is standing in the snow on skis	0	NEUTRAL
2075	a turkey in a pan on a stove top	a turkey in a pan on a stove top	0	NEUTRAL
2076	a red double decker bus parked in a parking lot	a red double decker bus parked in a parking lot	0	NEUTRAL
2077	a group of people walking down a street	a group of people walking down a street	0	NEUTRAL
2078	a stop sign is on the side of a building	a red stop sign sitting on the side of a road	0	NEUTRAL
2079	a city street filled with lots of traffic	a city street filled with lots of traffic	0	NEUTRAL
2080	a city street filled with lots of traffic	a city street filled with lots of traffic	0	NEUTRAL
2081	a group of people standing on top of a snow covered slope	a group of people standing on top of a snow covered slope	0	NEUTRAL
2082	a group of people standing around a bus	a group of people standing around a bus	0	NEUTRAL
2083	a bus is parked on the side of the street	a bus is parked in a parking lot	0	NEUTRAL
2084	a bunch of fruit are sitting on a table	a bunch of fruit are sitting on a table	0	NEUTRAL
2085	a city street filled with lots of traffic	a street with a lot of signs on it	0	NEUTRAL
2086	a man is playing tennis on a tennis court	a man is playing tennis on a tennis court	0	NEUTRAL
2087	a white bus parked in front of a building	a white bus parked in front of a building	0	NEUTRAL
2088	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
2089	a man riding a skateboard down a street	a man riding a skateboard down a street	0	NEUTRAL
2090	a stop sign on the side of the road	a stop sign on the side of the road	0	NEUTRAL
2091	a sign that says UNK UNK on the side of it	a sign that is on the side of a building	0	NEUTRAL
2092	a person is cutting a piece of cake	a person is cutting a cake with a knife	0	NEUTRAL
2093	a man and woman sitting on a bench	a man and woman sitting on a bench	0	NEUTRAL
2094	a police officer is riding a motorcycle on the street	a police officer is riding a motorcycle on the street	0	NEUTRAL
2095	a black and white photo of a horse drawn carriage	a black and white photo of a horse drawn carriage	0	NEUTRAL
2096	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
2097	a street sign and a traffic light on a pole	a street sign and a traffic light on a pole	0	NEUTRAL
2098	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
2099	a double decker bus is parked on the street	a double decker bus is parked on the street	0	NEUTRAL
2100	a man is playing tennis on a tennis court	a man is playing tennis on a tennis court	0	NEUTRAL
2101	a laptop computer sitting on top of a bed	a bedroom with a bed and a desk	0	NEUTRAL
2102	a stop sign is on a pole on a street corner	a stop sign on the corner of a street	0	NEUTRAL
2103	a truck is driving down the street in front of a bus	a truck is driving down the street in front of a bus	0	NEUTRAL
2104	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
2105	a woman walking down a street next to a building	a woman walking down a street next to a building	0	NEUTRAL
2106	a birthday cake with a UNK on top	a birthday cake with a UNK on top	0	NEUTRAL
2107	a truck is parked on the side of the street	a truck is parked in a parking lot	0	NEUTRAL
2108	a small airplane sitting on top of a runway	a small airplane sitting on top of a runway	0	NEUTRAL
2109	an airplane sitting on top of an airport runway	a beach umbrella and a chair in the sand	0	NEUTRAL
2110	a person holding a cell phone in their hand	a person holding a cell phone in their hand	0	NEUTRAL
2111	a red motorcycle parked on the side of a road	a red motorcycle parked on the side of a road	0	NEUTRAL
2112	a man is doing a trick on a skateboard	a man is doing a trick on a skateboard	0	NEUTRAL
2113	a traffic light with a street sign on top of it	a traffic light with a street sign on top of it	0	NEUTRAL
2114	a man holding a skateboard in front of a crowd of people	a man holding a skateboard in front of a crowd of people	0	NEUTRAL
2115	a large boat in a body of water	a large boat in a body of water	0	NEUTRAL
2116	a man in a suit and tie standing in front of a tv	a man in a suit and tie standing in front of a tv	0	NEUTRAL
2117	a red umbrella is hanging on a wall	a red stop sign sitting on the side of a road	0	NEUTRAL
2118	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
2119	a man standing on a sidewalk with a cell phone	a man standing on a sidewalk with a cell phone	0	NEUTRAL
2120	two baseball players are standing on a field	two baseball players are standing on a field	0	NEUTRAL
2121	a couple of people that are standing in the snow	a couple of people that are standing in the snow	0	NEUTRAL
2122	a traffic light on a city street at night	a traffic light on a city street at night	0	NEUTRAL
2123	a red and white bus parked in a parking lot	a red and white bus parked in a parking lot	0	NEUTRAL
2124	a teddy bear wearing a hat and a hat	a teddy bear wearing a hat and a hat	0	NEUTRAL
2125	a person holding a cell phone in a parking lot	a person holding a cell phone in a parking lot	0	NEUTRAL
2126	a train station with a train on the tracks	a train station with a train on the tracks	0	NEUTRAL
2127	two dogs sitting in the backseat of a car	two dogs sitting in the backseat of a car	0	NEUTRAL
2128	a woman sitting on a bench talking on a cell phone	a woman sitting on a bench with a cell phone	0	NEUTRAL
2129	a traffic light on a street with a building in the background	a traffic light on a street with a building in the background	0	NEUTRAL
2130	cars are driving down the street in a city	cars are driving down the street in a city	0	NEUTRAL
2131	a bunch of luggage sitting on the ground	a bunch of different types of luggage on a sidewalk	0	NEUTRAL
2132	a collage of photos with a red fire hydrant	a collage of photos with a vase and flowers	0	NEUTRAL
2133	a teddy bear sitting on a bed with a stuffed animal	a teddy bear and a teddy bear on a bed	0	NEUTRAL
2134	a street sign on a city street	a street sign on a city street	0	NEUTRAL
2135	a woman standing in a room with luggage	a woman standing in a room with luggage	0	NEUTRAL
2136	a bed with a white comforter and a white blanket	a bed with a white comforter and a white blanket	0	NEUTRAL
2137	a person is sitting on a couch with a dog	a man is sitting on a couch with a dog	0	NEUTRAL
2138	a street sign is on the side of a pole	a street sign is on the side of a pole	0	NEUTRAL
2139	a man and a woman sitting on a bed with a dog	a man and a woman sitting on a bed with a dog	0	NEUTRAL
2140	a cell phone is sitting on a table	a cell phone is sitting on a table	0	NEUTRAL
2141	a double decker bus driving down a street	a double decker bus driving down a street	0	NEUTRAL
2142	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
2143	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
2144	a boat is docked in the water near a building	a boat is docked in the water near a building	0	NEUTRAL
2145	a red bus is driving down the street	a red double decker bus driving down a street	0	NEUTRAL
2146	a city street with a building and a street light	a city street with a building and a street light	0	NEUTRAL
